Date,GDP,CPI
1/1/1914,-3.205608847,2.040816327
2/1/1914,-2.131774969,1.020408163
3/1/1914,-2.077968489,1.020408163
4/1/1914,-0.60894137,0
5/1/1914,-2.218996864,2.06185567
6/1/1914,-0.722527664,1.020408163
7/1/1914,-1.01010101,1.01010101
8/1/1914,-3.32562853,3.03030303
9/1/1914,-2.588132849,2
10/1/1914,-2.570349052,1
11/1/1914,-3.545160447,0.99009901
12/1/1914,-4.542281622,1
1/1/1915,-3.624091739,1
2/1/1915,-2.710444332,1.01010101
3/1/1915,-0.770981607,0
4/1/1915,-2.641821806,2.040816327
5/1/1915,-2.45156407,2.02020202
6/1/1915,-2.282256528,2.02020202
7/1/1915,-0.883688282,1
8/1/1915,1.474061338,-0.980392157
9/1/1915,1.850409899,-0.980392157
10/1/1915,2.722730156,0.99009901
11/1/1915,5.640002931,0.980392157
12/1/1915,7.614759967,1.98019802
1/1/1916,7.96394149,2.97029703
2/1/1916,8.256382355,4
3/1/1916,7.501110248,6.060606061
4/1/1916,7.742295873,6
5/1/1916,7.981308471,5.940594059
6/1/1916,7.169849232,6.930693069
7/1/1916,6.993212027,6.930693069
8/1/1916,5.828268052,7.920792079
9/1/1916,3.674998954,9.900990099
10/1/1916,3.229937282,10.78431373
11/1/1916,2.787838048,11.65048544
12/1/1916,2.227525237,12.62135922
1/1/1917,0.919680579,12.5
2/1/1917,-3.34239884,15.38461538
3/1/1917,-3.571985228,14.28571429
4/1/1917,-4.654464519,18.86792453
5/1/1917,-1.942834724,19.62616822
6/1/1917,0.75336387,20.37037037
7/1/1917,3.33034984,18.51851852
8/1/1917,3.302789879,19.26605505
9/1/1917,3.463898143,19.81981982
10/1/1917,2.172837737,19.46902655
11/1/1917,2.673845711,17.39130435
12/1/1917,0.446322213,18.10344828
1/1/1918,-0.713842862,19.65811966
2/1/1918,1.834024418,17.5
3/1/1918,3.052434568,16.66666667
4/1/1918,6.528881542,12.6984127
5/1/1918,5.487309159,13.28125
6/1/1918,5.262746885,13.07692308
7/1/1918,1.945882833,17.96875
8/1/1918,2.998419127,18.46153846
9/1/1918,4.931355258,18.04511278
10/1/1918,3.591338984,18.51851852
11/1/1918,0.514574817,20.74074074
12/1/1918,-0.025361199,20.4379562
1/1/1919,-0.101586384,17.85714286
2/1/1919,0.254190279,14.89361702
3/1/1919,-4.554869754,17.14285714
4/1/1919,-7.179256136,17.6056338
5/1/1919,-8.157724138,16.55172414
6/1/1919,-8.486388637,14.96598639
7/1/1919,-9.100436321,15.23178808
8/1/1919,-9.136628591,14.93506494
9/1/1919,-7.8959316,13.37579618
10/1/1919,-6.593025148,13.125
11/1/1919,-5.912775843,13.49693252
12/1/1919,-5.909045769,14.54545455
1/1/1920,-5.044394577,16.96969697
2/1/1920,-5.069599225,20.37037037
3/1/1920,-1.355670507,20.12195122
4/1/1920,-4.207215234,21.55688623
5/1/1920,-5.927275661,21.89349112
6/1/1920,-9.053873815,23.66863905
7/1/1920,-7.831422003,19.54022989
8/1/1920,-5.776362299,14.68926554
9/1/1920,-6.138637298,12.35955056
10/1/1920,-8.982398854,9.944751381
11/1/1920,-11.22072587,7.027027027
12/1/1920,-11.89570982,2.645502646
1/1/1921,-12.42818563,-1.554404145
2/1/1921,-12.91779031,-5.641025641
3/1/1921,-15.8798896,-7.106598985
4/1/1921,-12.49911225,-10.83743842
5/1/1921,-9.609004286,-14.0776699
6/1/1921,-8.247384671,-15.78947368
7/1/1921,-8.42870185,-14.90384615
8/1/1921,-9.811553849,-12.80788177
